time,n,deltal,deltar,Vw,alpha_x,alpha_y,u,v,p,r,phi
0,958.456788830746,0.000155417745108335,-0.0008850186768587539,2.9375751442954505,-0.162431182723806,-0.9867198745738051,5.18867270928407,-0.07132565745823,0.0,0.0,0.0
1,969.804622615806,0.0264887268053074,-0.0269837500140898,3.03401959637328,-0.165846906782879,-0.986151511437543,5.1928767999825,-0.0604335392522081,-0.0305957005950857,0.005600988194696979,-0.0147954147769824
2,977.709279075203,0.0399535505523849,-0.0402559936931286,3.02295360377947,-0.180847824172388,-0.9835110901724051,5.30476224948719,0.0276732562581188,-0.0389979944728491,0.00336943103976016,-0.0534463609310154
3,984.072433173463,0.0454770818169759,-0.0461944241375586,3.1093197203168197,-0.141288132516357,-0.989968516474156,5.21481556514072,-0.0821013172217098,0.0019485448187895602,-0.0015078583983967199,-0.072687188033663
4,995.4158651713541,0.0488778530396594,-0.0474652810767645,3.1342188386463303,-0.154452299140518,-0.988000246604326,5.3692069159254405,0.0172127041475794,0.0404038766937084,-0.008427696617354059,-0.0514577956691755
5,1004.58841221962,0.0469035425837202,-0.0480571000979517,3.02572224257088,-0.159160187235478,-0.98725277148214,5.34802317965056,-0.0212527103359202,0.0463576516007308,-0.0031305114349182,-0.005428099755270029
6,1019.8156865764599,0.0486720554528237,-0.0503970381010268,3.08559464856502,-0.149588066502815,-0.988748405996161,5.28246945887046,-0.10428432603189901,0.00654922551014025,-0.00083299835719385,0.0253318375927103
7,1031.48927374011,0.0477508103813456,-0.0509556378491427,3.05895053232352,-0.146577517454764,-0.989199186906661,5.2487490127617304,-0.17065680467637195,-0.0399439616818033,-0.000926119644302751,0.0049372525357847
8,1038.95398130919,0.048223494475871,-0.048272045172028,3.1373705661033897,-0.110757733897999,-0.993847435163859,5.50841918918159,0.0720482737061926,-0.0404943365275074,0.00034655829469642,-0.036834928365681
9,1048.18855820408,0.0476518261049048,-0.0489593088934414,3.09518868587395,-0.0915004192161073,-0.9958050377876569,5.426641938133451,-0.0736778555823031,-0.0124184736139311,-0.00426262223460444,-0.0654699184649812
10,1051.9084326392199,0.0488403040297357,-0.0493962395585208,2.96449533396341,-0.0845924703475557,-0.9964156331373459,5.448071293077461,-0.10037133265180802,0.020421177431018,-0.00201328884872329,-0.0620406688583932
