time,n,deltal,deltar,Vw,alpha_x,alpha_y,u,v,p,r,phi
0,1178.0177082018402,-0.000198060038153482,-0.00255551994335383,1.6361668875281798,0.760224757630828,0.649660155685377,6.28354998436388,-0.19118176259885103,0.0,0.0,0.0
1,1164.67895201129,0.0259546768286992,-0.0263844478473579,1.74108590623297,0.7460060395055601,0.66593917816962,6.544791219155639,0.067737466232555,0.0101901319984706,-0.000153871652477982,0.00624214578798954
2,1146.41028460745,0.0406522703042597,-0.0402090867478528,1.5788610318721399,0.7653176917444029,0.643652725235447,6.52729109461948,0.0521101699752288,0.0106629331995852,-0.00132046541578136,0.0168201650573692
3,1146.27419710034,0.0480269715717318,-0.0439176320179277,1.5207670810651202,0.785415563691353,0.618968813682398,6.3800105326780905,-0.0847178275666886,0.00397238178972024,-0.0013784109054726,0.0255312349871177
4,1134.5372320642998,0.0489336923071195,-0.0492585799238291,1.34365606989679,0.776619622745734,0.6299698100435239,6.53251184346793,0.07835919855724299,-0.004480045169886,-0.0027215758567601302,0.024290831643492
5,1131.06613938075,0.0483765069467325,-0.0494281661728877,1.60507532196522,0.78792745817794,0.615768073749566,6.28437571290546,-0.15188137302526503,-0.008565456563773409,-0.0025290348105311603,0.0179844575805994
6,1113.19337448393,0.0470616044976345,-0.0485922982889269,1.84331409766058,0.772139866894284,0.635452615033157,6.399377917389099,-0.0187394921681701,-0.0037141007311387204,-0.0035974929521243202,0.010603524066480999
7,1108.61159316747,0.0483429549618748,-0.0478336355640622,1.60936116135465,0.761740795267514,0.6478819034555721,6.52048640248599,0.126107973042114,0.0036229148998033296,-0.002968990437765,0.0116228906474656
8,1097.39114622982,0.0492468813873721,-0.0484907120553376,1.51936660112017,0.7528355851389721,0.6582086156747429,6.47800568517748,0.10259260641796099,0.0038736844636329997,-0.00404440326934679,0.0153354732785282
9,1087.6847520470699,0.0481593004966894,-0.0501470756959389,1.55655003316233,0.7465252817573321,0.665357049783901,6.53706671921692,0.19430443641551998,0.00810492475962293,-0.00464517634225515,0.0212358041814555
10,1076.40694595684,0.0471215039033879,-0.0468850733967392,1.45939661035718,0.73188501522295,0.6814281506454681,6.49892495458215,0.190841688121699,0.00122647930210742,-0.0038285962213339703,0.0270147824510985
11,1063.2448556943302,0.0470381879671933,-0.0476622871537502,1.50489330498007,0.75181440905439,0.659374775327506,6.29370552931287,0.0213376201495698,-0.00445448690258066,-0.00459910042225223,0.0241247946847043
12,1056.82903778927,0.0510759798017582,-0.0483269575729464,1.40985027069592,0.748668617283473,0.662944418103699,6.32943037237745,0.0908433405248637,-0.0070968042629332906,-0.00451453074276471,0.0185896120416538
13,1043.63295031464,0.0481463984403861,-0.0490405196715594,1.2809636222118401,0.7506723355168492,0.660674689003354,6.275199700018019,0.0734452668636383,-0.00187949021967125,-0.00456684214974679,0.014568107538206003
14,1038.16436924009,0.048642033827951,-0.048061975506483,1.35212401427892,0.745900923708492,0.6660569134922459,6.306143061880139,0.142790077534206,0.0039136841874167294,-0.00508314550358996,0.0147993047132067
15,1020.8766167928699,0.048501003554764006,-0.0465779298379525,1.2820301524696598,0.734535707093495,0.678570036919299,6.2804017069556295,0.153216956803396,0.00445217583002623,-0.00507910598400581,0.0191118268171313
16,1005.7477318924699,0.0466330278202365,-0.0490175059161149,1.3624213014722901,0.72918647144865,0.684315051607275,6.061452153233381,-0.0229212489471471,0.00344434297091562,-0.00501121843781761,0.0241080548955437
17,1012.4682015133801,0.0497932372115175,-0.0497859881729146,1.2894065318738899,0.7710409622185209,0.636785548345074,6.00260073491613,-0.0422471651522183,-0.0014704840715207802,-0.00602807834380809,0.0239895338059504
