time,n,deltal,deltar,Vw,alpha_x,alpha_y,u,v,p,r,phi
0,292.52307678921903,0.000726926043195355,0.00132022556537606,1.32397725348804,-0.9999616455829041,-0.00875827398125515,1.16827039437681,-0.25638453334204,0.0,0.0,0.0
1,302.525388535755,0.0252804036706089,-0.0275046081127053,1.37334678938538,-0.9999620153543181,-0.00871595367873752,1.3343742644307302,-0.0941872040130425,-0.000851238002701429,0.000338885870420896,-0.0005447117420995799
2,302.888844682714,0.0384683495375431,-0.0402820854529584,1.4057457739436499,-0.998595163035211,-0.0529877378520726,1.4158985384387999,-0.0113139697870151,0.000142981703185556,0.00030255618476428503,-0.0010136274765209
3,307.555193043784,0.0444034912423928,-0.0467794274130547,1.33008636396814,-0.9989301318718671,-0.0462449093247468,1.46374134516692,0.0392907476329411,0.0009252192192910109,5.66481380894442e-05,-0.000357013926830074
4,329.52277223551397,0.0493860485288584,-0.0477595230197149,1.4745995588133503,-0.9954403326020039,-0.0953862895242856,1.5032600301227501,0.0745620044168449,0.000326937410280748,-1.3938003471352999e-05,0.000376411707743607
5,337.078002185279,0.0470144888467313,-0.0477534837449008,1.45969138763145,-0.993064353892562,-0.117572058874326,1.5800129683286899,0.139668763944759,-0.0005640962396463309,0.000110909599291943,0.00021970031205587
6,346.745495772719,0.0480579416901314,-0.0469544342667314,1.5728350146533898,-0.9887453822872679,-0.149608051272662,1.5753945556181201,0.12183383023989301,-0.0007430990222833321,-1.97423735736798e-05,-0.0004985338814798009
7,354.515129325633,0.0483950215714429,-0.0487925302135731,1.70410041630559,-0.9936043644564979,-0.11291752270130301,1.47395544456254,0.011497215280382,-0.000307964720135195,-0.00030174833200873,-0.00105672786422328
8,367.28741063469596,0.048563592752131,-0.0465158327741073,1.4934955848630198,-0.99724798185901,-0.0741381324159931,1.34736383885959,-0.11867937492453198,7.82702503833017e-05,-0.00019094382782696201,-0.0011365536311149802
9,376.406606090925,0.0492012182023677,-0.0470765669056099,1.59554781895195,-0.994829307345497,-0.101561061664786,1.3779398151973798,-0.0933848786848646,0.000545298672784616,-7.81286202509125e-05,-0.000838061865437112
10,389.89998876547094,0.0471420355437265,-0.0494431069099834,1.6131280806181498,-0.993958134205596,-0.10975986263899401,1.5784982232451799,0.0930230006578076,0.0006468907971771059,-0.00036645845796250603,-0.000166958374537618
11,394.27376507867996,0.0482958638201671,-0.0493561492263335,1.4202329150801598,-0.996647078710376,-0.0818205383633806,1.6300108990338102,0.123836584785078,2.4310872822614103e-05,-0.000517982347314049,0.000180156676373056
12,403.260663517558,0.0478563930529258,-0.0481778795326014,1.41036917912606,-0.9997103126244341,-0.0240684613624699,1.5363192219801598,0.00868036872852234,3.10309866164151e-05,-0.000702375315625608,0.00016564347538006202
13,422.395431447698,0.0482380966122656,-0.047381498350724006,1.40724764528115,-0.9999945276384549,0.00330827646109765,1.60738427267241,0.0686568008080015,-0.000317481745553051,-0.000228529261608419,2.84303231623539e-05
14,420.57370876377297,0.0472147806371315,-0.0481954278399549,1.3456169735866699,-0.9997864658125479,0.0206645294660936,1.4511388653413702,-0.0983807912311354,0.000668426941825965,9.67281822474877e-05,7.465131871819959e-05
15,435.03599105336303,0.0502364796919587,-0.0496687523958927,1.32155544550671,-0.997477336471297,0.0709856550728888,1.62043042239272,0.0498010249053728,0.0015835460917493801,-0.000348360787941543,0.00134807366482592
16,444.971046201282,0.0465248443933355,-0.0510477520695299,1.4678827942128603,-0.996713719487177,0.0810046997774696,1.6305793099826202,0.0341943626040246,0.000253286735047748,-0.000747163556132568,0.00246577049817809
17,455.835397996655,0.0482979309429546,-0.0491750432990595,1.4467277043002298,-0.997541232243375,0.0700820231897461,1.78358033585533,0.16322292426347498,-0.00234147201367957,-0.00035525840503314304,0.0013756226384829
18,470.69863293851193,0.0477695853449337,-0.0467570292592867,1.3249489977808602,-0.996910255356952,0.0785489832151745,1.5582801107710502,-0.0837614751129139,-0.00267544528499366,0.00019276239250351498,-0.00141614408620105
19,479.89907179583395,0.0492192446256033,-0.0498951057862409,1.3981930493031698,-0.996511305823214,0.0834578777978012,1.7896514655831102,0.12499305369604301,0.000101901808530623,0.000314165643142973,-0.00288510633008388
20,487.498696919334,0.0464817945714301,-0.0487694153021527,1.18111607970403,-0.9972542143461841,0.0740542501736023,1.8121250415179098,0.12559634179514,0.00313991701358658,2.93735597797083e-05,-0.00112198881822634
21,491.74170132517503,0.0486195403687808,-0.0488087652721802,1.30932135610658,-0.995073883879506,0.0991360964581313,1.74451668834449,0.037649115235515,0.00303266720889487,-9.874127538384929e-05,0.00231530120360013
22,512.233835983243,0.0469655149091045,-0.0470058353559274,1.3797380377584698,-0.9982881961831249,0.0584865571002615,1.82673264082881,0.0974253157898454,-0.0006687298521324371,0.000307845275974983,0.0036824478346977295
23,517.138150693433,0.0464615491728209,-0.0472849927466973,1.47885484898025,-0.999311820363297,0.037092933049224,1.7684663873834698,0.0137423711526107,-0.00387982772151155,0.00075753970033686,0.0011286791221421
24,527.402152488464,0.0474235182796323,-0.0487674173699974,1.39601162630319,-0.9985809120401321,0.0532556298347749,1.76125821590155,-0.0217467339752556,-0.00267564843031854,0.00046878873027765593,-0.00251935625814736
25,536.087548546428,0.04810336462976901,-0.0478492249966665,1.48641146551779,-0.9992612862509571,0.0384302198807599,1.7677596835182199,-0.0480923515159505,0.0014333590230606401,-0.000263527887373488,-0.0031998917197984
26,551.673629051957,0.047889701051789996,-0.0489334767772132,1.4783383976715498,-0.999548806819963,0.0300363577150777,2.03231480043163,0.17972251149590898,0.0039724868957967206,-0.000613700611556387,-0.000210548286289303
27,555.780861873371,0.0478219632489461,-0.0486307556197933,1.62948416966461,-0.99905314177646,0.0435065501572373,1.96386479352801,0.0724600834989061,0.00259668054224333,-0.000346146857602803,0.0033895256115057397
28,569.268375899694,0.048687976411412,-0.0485839930638446,1.68832413032087,-0.999266073006585,0.0383055523129367,2.06341030760908,0.132334949351752,-0.00124679383013556,0.00022662375821730802,0.00413119736977574
29,576.97047942567,0.0477021242255726,-0.046142664588839005,1.59052945009226,-0.998012081257043,0.0630228979418275,2.03601937351513,0.0630390058608906,-0.00385245856590852,0.000647766844571789,0.0013182021282722698
30,579.691582559615,0.0480055024443252,-0.04973750422457799,1.6311839675470001,-0.999462893904947,0.0327707751990751,2.02368929699276,0.00426231988068879,-0.002574372268736,0.000537645063928277,-0.00222497853590031
31,591.8992742355861,0.0483901668765052,-0.0509515458963931,1.77317166348516,-0.99845383639669,0.0555871980291509,2.24281415350571,0.170747148424608,0.00138973824766842,-7.83267534601124e-05,-0.0029009317114558897
32,602.227172493042,0.049188985373524,-0.0491853874262473,1.6567750299813797,-0.99961483442978,0.0277521672653236,2.22472509527613,0.09058056799723402,0.0043497948124171,-0.000913899830943068,0.00019831859848951102
33,607.420740660438,0.0485608799470968,-0.0478548019876283,1.5927766093431202,-0.998878522042717,0.0473465753962877,2.1047118827862,-0.102449119457791,0.00404370130419548,-0.00163813399655531,0.00465885154857437
34,624.671117337586,0.04814609178615201,-0.049417259881522006,1.5389312909461499,-0.999998516440054,0.00172253234809825,2.29111612750164,-0.00244670740930596,0.0021051575064587303,-0.00235078449556362,0.007738808801896809
35,638.018225490933,0.0481878758210264,-0.0497278613288137,1.75476908950773,-0.997323732384042,0.0731120566224446,2.2075636966324304,-0.17003109235381197,0.000588493590820627,-0.00356844863731371,0.0090449864357911
36,645.566821498665,0.0479235383323232,-0.0498174951171072,1.78470914574902,-0.9999885199399979,-0.00479165819030506,2.42474988834276,-0.0121837662987501,-0.000613471364608099,-0.0048896397857955895,0.00902273853952806
37,665.265118080255,0.0491452780396006,-0.0477520773142182,1.80578166369958,-0.9999645293313879,0.00842259336880197,2.4230265714377404,-0.0558804516304356,-0.0017683086394512302,-0.00583969317943431,0.00786261819583167
38,664.001023285683,0.0487805497089473,-0.0472714961814065,1.71148202114398,-0.999999421687657,-0.00107546471394444,2.67943955569754,0.16366948986059698,-0.004373804591123329,-0.00536639094230243,0.0049307014031017
39,683.281048126947,0.0489106031849451,-0.0477124294244307,1.83305671101847,-0.9993487903681999,-0.0360831704485085,2.4907671813911203,-0.055375872815505996,-0.00731708973758071,-0.0032844701022751,-0.00101892197561959
40,688.347806046892,0.047785224250398,-0.0483687980481667,1.78538581195829,-0.999620281573146,-0.0275552656968592,2.55788170600307,-0.0137066417249785,-0.00633236638285205,-0.00128549269500286,-0.0084384064306593
41,693.904456835551,0.0472436154748422,-0.0483787181972807,1.6232113102936203,-0.999502423811177,-0.0315421114636122,2.53417258219396,-0.0704164910000564,-0.00022835912166824303,-9.51184136335437e-05,-0.0117873833132558
42,708.9035225297299,0.0489374565950256,-0.0484538561045866,1.4465038807388797,-0.9995755901812521,-0.0291314179847298,2.81288186604567,0.164598799459624,0.0045567874944086205,0.00157391879610737,-0.00937061052937738
43,719.220851637225,0.0487378272032743,-0.0493186382805799,1.6431179410994898,-0.99996632661743,-0.00820643840185457,2.8162446752468697,0.117401901194917,0.00576441653128785,0.00277579127907013,-0.00387960397966003
44,717.4824048492641,0.0484881405969577,-0.0476224853508637,1.7466041048949,-0.9999783127021129,0.00658590353975634,2.86024856620185,0.10737822056139698,0.004059810500242489,0.0026395869200130802,0.00118533365421936
45,739.5022493608459,0.0468724709085258,-0.0491147498180442,1.56918853325025,-0.9990802421062709,0.0428797135353561,3.0121995334722595,0.190936205616442,0.00179763018056465,0.0014706541027855698,0.004046815609445979
46,750.638698540979,0.0491826166632717,-0.0491600465339919,1.6233135351424501,-0.999956933122223,0.00928072738522717,2.8325228245752205,-0.0583185768865194,-0.0011276193953424199,0.000819922360949054,0.00455022375354375
47,755.953570742347,0.0482516438464188,-0.0474661777294405,1.66240036145238,-0.999990170420424,-0.00443385413965559,2.78958926175596,-0.15369684682752302,-0.0046127428854334206,0.000898304382661791,0.0015614756058344198
48,763.422290963463,0.0502648806633748,-0.0497591443350749,1.58098047625519,-0.998932175336525,-0.0462007475852774,3.17337635329741,0.18350556068065602,-0.00315783887579888,0.00033898703586291,-0.0029272140952825198
49,781.158985059863,0.047486832266035006,-0.0494966018904936,1.67329070588229,-0.9978495363165559,-0.0655461888505718,2.9871259453079504,-0.0615611952619102,0.0028476209079166897,-0.000484403784173491,-0.0031157476487409
50,782.91031594507,0.048483798979431995,-0.0484436768412754,1.63552073642813,-0.9938850465933521,-0.11041971815817699,3.2135273251057797,0.105399080132297,0.00441398576087143,-0.0005433225088206009,0.00131418990917354
51,794.764653463521,0.0485236405720705,-0.0478384116569766,1.7125257443262198,-0.997483835633942,-0.0708942709180321,3.11307446967243,-0.0576646344999948,0.00165062502915276,-0.000875211327762628,0.0041291961209171104
52,801.65520642409,0.0489165633111287,-0.0468915694865657,1.70585789247958,-0.9978280021618501,-0.0658731971418646,3.1444201893404706,-0.0812260190237499,-7.71789935147057e-05,-0.00245229352461716,0.004848194536607679
53,814.691122598869,0.0480782415330336,-0.0489263126676286,1.53105768514629,-0.998989950324421,-0.0449341646279454,3.3166195040874302,0.042936735216714,-0.0009755603577961849,-0.0037060878613681897,0.00428358689091324
54,828.239836122041,0.0490276254387093,-0.0453554181128263,1.54958378417756,-0.9985908843792479,-0.0530683110214627,3.25917802281843,-0.0598768823435896,-0.0017675556675300602,-0.0041057121384543895,0.00289508650861503
55,837.3548078510061,0.0474991729552263,-0.0492600957467286,1.78539373914024,-0.999915231604303,-0.0130203535171842,3.25008379524512,-0.122649261253485,-0.0016092543565413599,-0.0036151870896154797,0.00107196340036619
