time,n,deltal,deltar,Vw,alpha_x,alpha_y,u,v,p,r,phi
0,936.0829363889391,0.00136098681830665,-0.0017770308693575,1.53052660923432,0.7526221454436379,0.658452660551854,5.09249461715623,-0.0479173631662369,0.0,0.0,0.0
1,930.430646984465,0.0260111701752182,-0.0251144021167233,1.1964660385286898,0.7427575127735708,0.669560510498057,5.06019157897705,-0.0810049584645602,0.00830237805159217,2.3867856175981302e-05,0.00493585256819307
2,925.231553516966,0.041134706048161,-0.0398187728551024,1.5001192979178202,0.7347653210662409,0.678321400929105,4.9785913627610405,-0.164924015075646,0.00250466076838763,3.58650196599681e-05,0.010154917132803
3,913.429472642718,0.0458864840820712,-0.0463232498233628,1.43851325739775,0.7127155827788929,0.701453133191479,5.372851537662901,0.23042110200898003,0.0023147259165085103,-0.0017616876449219698,0.0117008128807221
4,903.2619784632269,0.0483125877804323,-0.0453445980210985,1.33521269978976,0.70937388084859,0.7048323894159592,5.25940258908197,0.130934163036481,0.00297292067712263,-0.00119949747686126,0.0149344343365447
5,888.2882248574671,0.0483924651775276,-0.0486021824572195,1.4672327487305399,0.6864693219371221,0.7271587653595251,5.18808961449389,0.0699718181231653,-0.004671709216394929,-0.000598321661478393,0.0148077389074688
6,890.541263928712,0.0489602831845189,-0.0485271987494691,1.34838426032628,0.729007626355238,0.684505573911492,5.26999795289471,0.166834072776992,-0.00511157780783481,-0.00109519920474069,0.00899334982285893
7,872.5589825199761,0.0496507319185055,-0.0480799960726568,1.33481965339337,0.716899241781388,0.6971767904436229,5.09796192218175,0.0123121416428556,0.00016824151675087299,-0.00156542269304056,0.00677716963766972
8,853.6176071799339,0.0474744620756485,-0.0489979836152414,1.33353175037736,0.719248104453232,0.6947533117880279,4.98069467818559,-0.0885049834031412,0.00189418539308008,-0.0017047039641967599,0.00789571910786346
9,847.323665038418,0.0484330190067978,-0.048614033400457,1.3048856832526101,0.7491886243483159,0.66235670536885,5.037482178782031,-0.0118669389800197,0.0047904558659135205,-0.0024125984153895,0.0113283518056013
10,836.450887135082,0.0475426752773821,-0.0486094082809778,0.9881173808219008,0.741536445797378,0.670912587118614,5.138113598836769,0.11438542690983901,0.0012374884991004599,-0.00239321634442818,0.0149992309296936
11,828.3804679212641,0.0502899266622207,-0.0490072900874744,0.881957409995524,0.7191403445174781,0.694864853685436,5.2107969010563,0.21284634476605502,-7.26898522232122e-05,-0.0034678716578753197,0.0151196803410718
12,825.946378335976,0.047083171443149004,-0.0485384748873409,1.1038892994882,0.7267210331256371,0.68693270413688,5.145675229123929,0.177945891686252,0.001127964425014,-0.0037065373720418897,0.015857392920941998
13,816.876055257519,0.0480916040801793,-0.0484683087557407,1.13765975536347,0.718717001487572,0.695302719520579,4.9012665267163,-0.0331804860047781,-0.004385878988559079,-0.00188494048059977,0.0146570996841353
14,800.8567050359579,0.0496447380401414,-0.0486256219730855,1.32742336114556,0.7142454606969341,0.69989529350741,4.84396459747965,-0.0689442557262041,-0.00637068454258904,-0.0037656964492376295,0.00861805998945764
15,784.8894972963769,0.0477413609947478,-0.0485893773117992,1.2642616342705901,0.7168634411480899,0.6972136019508791,4.92631235040203,0.0443018587547808,0.000816713134765237,-0.00403771177934783,0.0047728252201229
16,778.293598863396,0.0477772784614442,-0.0468723447971625,1.2752946646142,0.7246505428216641,0.6891165291794029,4.88291556809203,0.0339925351026558,0.00895693180038584,-0.0046564437520611604,0.010754985741726
17,770.964325190011,0.047931333155156,-0.0485626146156586,1.37824850061429,0.6632607148799721,0.7483884179334341,4.942671096368679,0.129905935605726,0.00491034572263932,-0.0036674246889850702,0.0181347986255957
18,757.0597117261921,0.0491559484873964,-0.0495597995328798,1.0171457698586999,0.696328648920053,0.717723075212978,4.90117902959562,0.12122030886470599,-0.00295009113052542,-0.004291113549121811,0.0195195759558007
19,744.804751202459,0.050049125734687,-0.0476488423098332,1.15458405589329,0.673772424760475,0.738938914682662,4.72822815947766,-0.0102999008343733,-0.00666000185070957,-0.0033899118790385397,0.0134782733645187
20,738.9408627884061,0.0503963349327185,-0.047714027722414,1.24571207539787,0.674237396804586,0.738514680118259,4.712976342370901,0.0138886696406701,-0.00315746777923269,-0.0035935676700815603,0.008342146118310191
21,732.584653650618,0.0466455385600971,-0.0487105963436841,1.1898262497220702,0.667012122457053,0.745046863288034,4.8276694504769,0.163264393483779,0.00150154845648607,-0.00392913671439164,0.007874192075771001
22,727.082325241267,0.0477034299576982,-0.049079293339675006,1.02314980188623,0.6938986040936539,0.720072723575111,4.7165612649621504,0.0908660654892376,0.004659459111908621,-0.00399605099763234,0.0107641761536028
23,708.429540210838,0.0501287514875054,-0.047538507275114,0.945478863309122,0.699450363679845,0.714681179791473,4.65266929180127,0.065460930345218,0.00211627637210314,-0.0038516368622731603,0.0146428664104472
24,699.70659106358,0.0486184566900351,-0.0496501717326126,1.2026766821378898,0.7097695757554771,0.7044339211962249,4.8974658630881205,0.352547157235897,-0.000160907466922075,-0.00376275703748911,0.0158760094095434
25,688.5283336795441,0.0487982071270447,-0.0481911062207218,1.31367167533195,0.696490201645288,0.7175663028683179,4.748122470356639,0.244328519905415,-0.0030732899284245303,-0.00392741779751974,0.0143307281802811
26,681.782426150078,0.0474301161255643,-0.0480738135655956,1.44623268115507,0.7142598652722271,0.699880593288099,4.61351657103867,0.15228650517417802,-0.00529060861623409,-0.0033071046050169397,0.009870898013141009
27,680.767640823004,0.0488158725825513,-0.0483919989984938,1.3048259221762,0.7206615956852959,0.693287000097596,4.6003087928422,0.17565726037112697,-0.000713602242956928,-0.0036230086614844298,0.00637813534179532
28,676.2705186158439,0.0497790918307148,-0.0475636718659966,1.45447695525939,0.7286213157956991,0.684916767328808,4.47713194818537,0.0811266341893227,0.00304457086720294,-0.00490197769596251,0.007953075398837491
29,682.362548940549,0.0488726917101231,-0.0490018127770481,1.4585829053099,0.728540308075909,0.6850029339416429,4.55018688738292,0.182498113755024,0.00313373850586355,-0.00566429428443481,0.0110491507752797
30,679.878036795112,0.0478687020208004,-0.0480513294794214,1.8203417263374702,0.737610971047443,0.675225929145533,4.37568275130558,0.0424786286327579,0.00248590123477826,-0.00545531218785393,0.0139585202719186
31,674.4198401466809,0.0478670322096482,-0.0500280751936107,1.50869290978055,0.7489783417789291,0.662594478958349,4.3499020057515905,0.0510201033814137,-0.00157354506932378,-0.00512168691721145,0.0148294945208876
32,676.069996348278,0.0486364791793176,-0.0478396883369677,1.48752882743052,0.755023409268893,0.65569783548215,4.2159431955415805,-0.0480469078041582,-0.00364937125012205,-0.00466952229241337,0.0121302660675036
33,672.32189372643,0.0489522086996678,-0.0473355941126408,1.5264747830206298,0.761156167056119,0.6485686465999089,4.40452908336679,0.170649422094549,-0.0031565748913129697,-0.00458925683597717,0.00809090560905945
34,675.332321489218,0.0499727474972448,-0.0500543648039431,1.63340079775006,0.746440242441496,0.665452450941373,4.2633009881104496,0.0562548400073346,-0.000963769232795,-0.00485455940247174,0.00604286724971237
35,679.836326877743,0.0488160497730598,-0.0482989165415063,1.5521153770972902,0.7578760931657399,0.652398518857787,4.32145911203095,0.140580554660038,0.00191861131826247,-0.00481644144135712,0.00726442193344967
36,671.978531765766,0.0473469996573465,-0.0472939606640487,1.58012662389814,0.7313983677106941,0.681950458398652,4.254540140530089,0.09644982962591302,0.00127248950113552,-0.00510329260722128,0.008738858657811209
37,675.062156580197,0.0490360575268624,-0.048476197133847,1.54553382164171,0.728736953015612,0.684793730483509,4.21377100766688,0.0832183130427705,0.0021257597115964698,-0.00414318873919931,0.0106078118874802
38,674.761848490177,0.0492617607825118,-0.0470035373705682,1.53098346611348,0.7214636110341941,0.692452350673677,4.06512650458767,-0.0438467504661029,0.0012211808052616,-0.0053007649978002,0.012105239275511003
39,677.117196056102,0.0492424804427714,-0.0499285252039707,1.6137447294408,0.694779260157522,0.719223038879433,4.30046017957217,0.21157597107385198,-0.00080407945910815,-0.00495926757404197,0.0123821583157149
40,672.135235992682,0.0482186507378451,-0.0487982220505063,1.69249549878566,0.719587770542082,0.6944014980443779,4.35472902714422,0.290157157211242,-0.0022312226755985,-0.0038131027124865204,0.0110541454979676
41,678.7419895005249,0.0475085891730865,-0.0455298292311093,1.67077257118046,0.701713704856036,0.7124590349046149,4.0468957123278795,0.0135844281243661,-0.00382626133572213,-0.00155006538296202,0.0076817275542953
